GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DATE-EFFET
37;1;C;01C064;Interventions sur le système vasculaire précérébral, niveau 4;7;74;13789,82;3878,85;0;347,43;01/03/2016
38;1;C;01C081;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 1;0;6;2394,88;0;0;98,33;01/03/2016
39;1;C;01C082;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 2;0;20;4818,54;0;0;89,46;01/03/2016
40;1;C;01C083;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 3;0;60;9116,87;0;0;80,23;01/03/2016
41;1;C;01C084;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, niveau 4;14;138;15374,56;6257,69;0;208,35;01/03/2016
42;1;C;01C08J;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, en ambulatoire;0;0;2394,88;0;0;0;01/03/2016
43;1;C;01C091;Pose d'un stimulateur cérébral, niveau 1;0;18;7530,26;0;0;230,71;01/03/2016
44;1;C;01C092;Pose d'un stimulateur cérébral, niveau 2;6;39;12375,08;4844,82;0;584,01;01/03/2016
45;1;C;01C093;Pose d'un stimulateur cérébral, niveau 3;0;0;17800,96;0;0;0;01/03/2016
46;1;C;01C094;Pose d'un stimulateur cérébral, niveau 4;0;0;22631,25;0;0;0;01/03/2016
47;1;C;01C101;Pose d'un stimulateur médullaire, niveau 1;0;9;2029,38;0;0;361,36;01/03/2016
48;1;C;01C102;Pose d'un stimulateur médullaire, niveau 2;0;17;4920,27;0;0;527,17;01/03/2016
49;1;C;01C103;Pose d'un stimulateur médullaire, niveau 3;0;0;8462,74;0;0;0;01/03/2016
50;1;C;01C104;Pose d'un stimulateur médullaire, niveau 4;0;0;10759,12;0;0;0;01/03/2016
51;1;C;01C111;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 1;0;14;6957,59;0;0;147,96;01/03/2016
52;1;C;01C112;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 2;4;21;9836,73;2879,14;0;100,71;01/03/2016
53;1;C;01C113;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 3;7;39;11917,47;2080,74;0;87,93;01/03/2016
54;1;C;01C114;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 4;6;60;13764,03;1846,56;0;424,17;01/03/2016
55;1;C;01C121;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 1;0;16;4903,17;0;0;114,8;01/03/2016
56;1;C;01C122;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 2;5;37;8456,28;3553,11;0;67,07;01/03/2016
57;1;C;01C123;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 3;5;45;8992,85;536,57;0;98,62;01/03/2016
58;1;C;01C124;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 4;15;92;13627,97;4635,12;0;276,19;01/03/2016
65;1;C;01C041;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 1;0;19;12149,56;0;0;140,97;01/03/2016
66;1;C;01C042;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 2;5;29;16282,3;4132,74;0;105,14;01/03/2016
67;1;C;01C043;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 3;6;49;20496,7;4214,4;0;67,43;01/03/2016
68;1;C;01C044;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 4;12;105;24272,97;3776,27;0;433,19;01/03/2016
69;1;C;01C121;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 1;0;16;11550,49;0;0;114,8;01/03/2016
70;1;C;01C122;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 2;5;37;15103,6;3553,11;0;67,07;01/03/2016
71;1;C;01C123;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 3;5;45;15640,16;536,56;0;98,62;01/03/2016
72;1;C;01C124;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 4;15;92;20275,29;4635,13;0;410,92;01/03/2016
73;1;C;01C10J;Pose d'un stimulateur médullaire, en ambulatoire;0;0;2029,38;0;0;0;01/03/2016
74;1;C;01C141;Libérations de nerfs superficiels à l'exception du médian au canal carpien, niveau 1;0;4;886,67;0;0;256,78;01/03/2016
75;1;C;01C142;Libérations de nerfs superficiels à l'exception du médian au canal carpien, niveau 2;0;12;2940,95;0;0;424,53;01/03/2016
76;1;C;01C143;Libérations de nerfs superficiels à l'exception du médian au canal carpien, niveau 3;0;0;3724,7;0;0;0;01/03/2016
77;1;C;01C144;Libérations de nerfs superficiels à l'exception du médian au canal carpien, niveau 4;0;0;4390,15;0;0;0;01/03/2016
78;1;C;01C14J;Libérations de nerfs superficiels à l'exception du médian au canal carpien, en ambulatoire;0;0;886,67;0;0;0;01/03/2016
79;1;C;01C151;Libérations du médian au canal carpien, niveau 1;0;3;959,12;0;0;152,34;01/03/2016
80;1;C;01C152;Libérations du médian au canal carpien, niveau 2;0;14;2634,85;0;0;339;01/03/2016
81;1;C;01C153;Libérations du médian au canal carpien, niveau 3;0;0;3462;0;0;0;01/03/2016
82;1;C;01C154;Libérations du médian au canal carpien, niveau 4;0;0;7435,55;0;0;0;01/03/2016
83;1;C;01C15J;Libérations du médian au canal carpien, en ambulatoire;0;0;959,12;0;0;0;01/03/2016
189;1;M;01K021;Autres embolisations intracrâniennes et médullaires, niveau 1;2;11;7276,1;0;2346,06;119,19;01/03/2016
190;1;M;01K022;Autres embolisations intracrâniennes et médullaires, niveau 2;0;18;8155,95;0;0;116,34;01/03/2016
191;1;M;01K023;Autres embolisations intracrâniennes et médullaires, niveau 3;0;34;10017,39;0;0;545,57;01/03/2016
192;1;M;01K024;Autres embolisations intracrâniennes et médullaires, niveau 4;0;0;15958,59;0;0;0;01/03/2016
193;1;M;01K031;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 1;2;11;4452,3;0;926,44;141,59;01/03/2016
194;1;M;01K032;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 2;0;22;8231,61;0;0;79,89;01/03/2016
195;1;M;01K033;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 3;6;58;11107,44;2875,83;0;353,82;01/03/2016
196;1;M;01K034;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 4;12;74;17521,35;6413,91;0;443,35;01/03/2016
197;1;M;01K04J;Injections de toxine botulique, en ambulatoire;0;0;370,2;0;0;0;01/03/2016
198;1;M;01K05J;Séjours pour douleurs chroniques rebelles comprenant un bloc ou une infiltration, en ambulatoire;0;0;259,87;0;0;0;01/03/2016
199;1;M;01K06J;Affections du système nerveux sans acte opératoire avec anesthésie, en ambulatoire;0;0;902,09;0;0;0;01/03/2016
200;1;M;01K071;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 1;5;37;9257,87;0;1422,01;116,01;01/03/2016
201;1;M;01K072;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 2;7;40;9605,9;348,03;0;263,18;01/03/2016
202;1;M;01K073;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 3;9;53;15159,76;5553,86;0;209,88;01/03/2016
203;1;M;01K074;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 4;9;93;23554,98;8395,22;0;472,57;01/03/2016
204;1;M;01M041;Méningites virales, niveau 1;0;9;1910,71;0;0;155,56;01/03/2016
205;1;M;01M042;Méningites virales, niveau 2;0;21;4014,84;0;0;150,04;01/03/2016
206;1;M;01M043;Méningites virales, niveau 3;6;36;6406,38;2391,54;0;145,01;01/03/2016
207;1;M;01M044;Méningites virales, niveau 4;7;64;10466,62;4060,24;0;303,16;01/03/2016
208;1;M;01M051;Infections du système nerveux à l'exception des méningites virales, niveau 1;0;13;2601,51;0;0;140,01;01/03/2016
209;1;M;01M052;Infections du système nerveux à l'exception des méningites virales, niveau 2;4;34;5541,76;2940,25;0;152,92;01/03/2016
210;1;M;01M053;Infections du système nerveux à l'exception des méningites virales, niveau 3;5;44;8017,47;2475,71;0;132,34;01/03/2016
211;1;M;01M054;Infections du système nerveux à l'exception des méningites virales, niveau 4;15;90;14105,2;6087,73;0;293,82;01/03/2016
212;1;M;01M05T;Infections du système nerveux à l'exception des méningites virales, très courte durée;0;0;625,5;0;0;0;01/03/2016
213;1;M;01M071;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 1;0;12;2056,16;0;0;117,62;01/03/2016
214;1;M;01M072;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 2;5;29;4193,36;2137,2;0;111,64;01/03/2016
215;1;M;01M073;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 3;6;36;5082,04;888,68;0;104,94;01/03/2016
216;1;M;01M074;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 4;9;52;6761,12;1679,08;0;243,58;01/03/2016
217;1;M;01M07T;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, très courte durée;0;0;475,9;0;0;0;01/03/2016
218;1;M;01M081;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 1;0;9;1453,2;0;0;127,03;01/03/2016
219;1;M;01M082;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 2;0;30;4120,91;0;0;134,03;01/03/2016
220;1;M;01M083;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 3;0;38;5888,6;0;0;111,6;01/03/2016
221;1;M;01M084;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 4;7;69;9348,08;3459,48;0;252,65;01/03/2016
222;1;M;01M08T;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, très courte durée;0;0;500,47;0;0;0;01/03/2016
223;1;M;01M091;Affections et lésions du rachis et de la moelle, niveau 1;0;7;1555,13;0;0;136,01;01/03/2016
224;1;M;01M092;Affections et lésions du rachis et de la moelle, niveau 2;0;31;5056,69;0;0;131,84;01/03/2016
225;1;M;01M093;Affections et lésions du rachis et de la moelle, niveau 3;5;49;7448,5;2391,81;0;131,37;01/03/2016
226;1;M;01M094;Affections et lésions du rachis et de la moelle, niveau 4;15;88;12572,01;5123,51;0;264,92;01/03/2016
227;1;M;01M09T;Affections et lésions du rachis et de la moelle, très courte durée;0;0;553,25;0;0;0;01/03/2016
228;1;M;01M101;Autres affections cérébrovasculaires, niveau 1;0;12;2047,22;0;0;171,79;01/03/2016
229;1;M;01M102;Autres affections cérébrovasculaires, niveau 2;5;26;5526,32;3479,1;0;114,68;01/03/2016
230;1;M;01M103;Autres affections cérébrovasculaires, niveau 3;6;36;6673,14;1146,82;0;157,82;01/03/2016
231;1;M;01M104;Autres affections cérébrovasculaires, niveau 4;12;72;12354,53;5681,39;0;319,36;01/03/2016
232;1;M;01M10T;Autres affections cérébrovasculaires, très courte durée;0;0;836,15;0;0;0;01/03/2016
233;1;M;01M111;Affections des nerfs crâniens et rachidiens, niveau 1;0;12;2037,06;0;0;141,89;01/03/2016
234;1;M;01M112;Affections des nerfs crâniens et rachidiens, niveau 2;4;23;3690,13;1653,07;0;134,8;01/03/2016
235;1;M;01M113;Affections des nerfs crâniens et rachidiens, niveau 3;0;36;5442,49;0;0;162,11;01/03/2016
236;1;M;01M114;Affections des nerfs crâniens et rachidiens, niveau 4;6;58;9008,83;3566,34;0;287,83;01/03/2016
237;1;M;01M11T;Affections des nerfs crâniens et rachidiens, très courte durée;0;0;546,99;0;0;0;01/03/2016
238;1;M;01M121;Autres affections du système nerveux, niveau 1;0;9;1805,15;0;0;111,97;01/03/2016
239;1;M;01M122;Autres affections du système nerveux, niveau 2;0;27;3820,64;0;0;119,08;01/03/2016
240;1;M;01M123;Autres affections du système nerveux, niveau 3;0;39;5826,44;0;0;96,89;01/03/2016
241;1;M;01M124;Autres affections du système nerveux, niveau 4;7;65;8345,6;2519,16;0;238,27;01/03/2016
242;1;M;01M12T;Autres affections du système nerveux, très courte durée;0;0;569,76;0;0;0;01/03/2016
243;1;M;01M131;Troubles de la conscience et comas d'origine non traumatique, niveau 1;0;3;914,04;0;0;105,08;01/03/2016
244;1;M;01M132;Troubles de la conscience et comas d'origine non traumatique, niveau 2;0;23;3015,42;0;0;150,04;01/03/2016
245;1;M;01M133;Troubles de la conscience et comas d'origine non traumatique, niveau 3;0;36;4966,01;0;0;166,73;01/03/2016
246;1;M;01M134;Troubles de la conscience et comas d'origine non traumatique, niveau 4;0;63;9467,63;0;0;279,05;01/03/2016
247;1;M;01M151;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 1;0;16;2347,31;0;0;127,3;01/03/2016
248;1;M;01M152;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 2;0;21;3086,31;0;0;117,05;01/03/2016
249;1;M;01M153;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 3;0;31;4256,82;0;0;249,96;01/03/2016
250;1;M;01M154;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 4;0;42;7232,61;0;0;318,82;01/03/2016
251;1;M;01M161;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 1;0;14;2210,87;0;0;170,68;01/03/2016
252;1;M;01M162;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 2;0;18;2935,62;0;0;167,18;01/03/2016
253;1;M;01M163;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 3;5;30;4941,73;2006,11;0;228,35;01/03/2016
254;1;M;01M164;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 4;0;46;8595,29;0;0;343,44;01/03/2016
255;1;M;01M171;Sclérose en plaques et ataxie cérébelleuse, niveau 1;2;8;1340,2;0;445,67;124,36;01/03/2016
256;1;M;01M172;Sclérose en plaques et ataxie cérébelleuse, niveau 2;0;23;3205,66;0;0;142,02;01/03/2016
257;1;M;01M173;Sclérose en plaques et ataxie cérébelleuse, niveau 3;0;38;5702,46;0;0;130,56;01/03/2016
258;1;M;01M174;Sclérose en plaques et ataxie cérébelleuse, niveau 4;7;70;9880,39;4177,93;0;264,07;01/03/2016
259;1;M;01M17T;Sclérose en plaques et ataxie cérébelleuse, très courte durée;0;0;448,85;0;0;0;01/03/2016
260;1;C;01M181;Lésions traumatiques intracrâniennes sévères, niveau 1;0;15;2046,62;0;0;132,4;01/03/2016
261;1;C;01M182;Lésions traumatiques intracrâniennes sévères, niveau 2;0;27;4621,06;0;0;116,5;01/03/2016
262;1;C;01M183;Lésions traumatiques intracrâniennes sévères, niveau 3;5;47;6968,63;2347,57;0;116,08;01/03/2016
263;1;C;01M184;Lésions traumatiques intracrâniennes sévères, niveau 4;8;89;11844,2;4875,57;0;249,33;01/03/2016
264;1;C;01M191;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 1;0;5;1189,52;0;0;119,39;01/03/2016
265;1;C;01M192;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 2;0;24;3457,94;0;0;138,46;01/03/2016
266;1;C;01M193;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 3;0;36;5119,4;0;0;147,98;01/03/2016
267;1;C;01M194;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 4;8;60;8671;3551,6;0;267,45;01/03/2016
268;1;C;01M201;Commotions cérébrales, niveau 1;0;0;680,95;0;0;0;01/03/2016
269;1;C;01M202;Commotions cérébrales, niveau 2;0;14;2423,37;0;0;88,08;01/03/2016
270;1;C;01M203;Commotions cérébrales, niveau 3;0;24;3605,39;0;0;76,5;01/03/2016
271;1;C;01M204;Commotions cérébrales, niveau 4;0;50;5594,27;0;0;205,74;01/03/2016
272;1;M;01M211;Douleurs chroniques rebelles, niveau 1;2;10;1670,7;0;613,58;164,18;01/03/2016
273;1;M;01M212;Douleurs chroniques rebelles, niveau 2;4;18;3166,84;1496,14;0;152,01;01/03/2016
274;1;M;01M213;Douleurs chroniques rebelles, niveau 3;0;33;5446,95;0;0;240,62;01/03/2016
275;1;M;01M214;Douleurs chroniques rebelles, niveau 4;0;47;8815,56;0;0;346,7;01/03/2016
276;1;M;01M221;Migraines et céphalées, niveau 1;0;5;982,64;0;0;110,02;01/03/2016
277;1;M;01M222;Migraines et céphalées, niveau 2;0;15;2243,53;0;0;93,96;01/03/2016
278;1;M;01M223;Migraines et céphalées, niveau 3;0;25;3183,13;0;0;233,74;01/03/2016
279;1;M;01M224;Migraines et céphalées, niveau 4;0;0;5276,84;0;0;0;01/03/2016
280;1;M;01M22T;Migraines et céphalées, très courte durée;0;0;539,57;0;0;0;01/03/2016
281;1;M;01M231;Convulsions hyperthermiques, niveau 1;0;3;930,05;0;0;180,33;01/03/2016
282;1;M;01M232;Convulsions hyperthermiques, niveau 2;0;12;2552,99;0;0;369,13;01/03/2016
283;1;M;01M233;Convulsions hyperthermiques, niveau 3;0;0;3760,28;0;0;0;01/03/2016
284;1;M;01M234;Convulsions hyperthermiques, niveau 4;0;0;6225,75;0;0;0;01/03/2016
285;1;M;01M241;Epilepsie, âge inférieur à 18 ans, niveau 1;0;6;1682,36;0;0;170,18;01/03/2016
286;1;M;01M242;Epilepsie, âge inférieur à 18 ans, niveau 2;0;17;3720,33;0;0;166,41;01/03/2016
287;1;M;01M243;Epilepsie, âge inférieur à 18 ans, niveau 3;0;34;6932,04;0;0;152,24;01/03/2016
288;1;M;01M244;Epilepsie, âge inférieur à 18 ans, niveau 4;0;61;11042,49;0;0;337,08;01/03/2016
289;1;M;01M24T;Epilepsie, âge inférieur à 18 ans, très courte durée;0;0;729,05;0;0;0;01/03/2016
290;1;M;01M251;Epilepsie, âge supérieur à 17 ans, niveau 1;0;8;1489,66;0;0;115,92;01/03/2016
291;1;M;01M252;Epilepsie, âge supérieur à 17 ans, niveau 2;0;18;2648,84;0;0;119,32;01/03/2016
292;1;M;01M253;Epilepsie, âge supérieur à 17 ans, niveau 3;0;29;4162,84;0;0;109,73;01/03/2016
293;1;M;01M254;Epilepsie, âge supérieur à 17 ans, niveau 4;0;50;6467,07;0;0;239,35;01/03/2016
294;1;M;01M25T;Epilepsie, âge supérieur à 17 ans, très courte durée;0;0;616,31;0;0;0;01/03/2016
295;1;M;01M261;Tumeurs malignes du système nerveux, niveau 1;0;14;2648,34;0;0;153,19;01/03/2016
296;1;M;01M262;Tumeurs malignes du système nerveux, niveau 2;0;25;4854,03;0;0;126,02;01/03/2016
297;1;M;01M263;Tumeurs malignes du système nerveux, niveau 3;5;43;7122,32;2268,29;0;151,55;01/03/2016
298;1;M;01M264;Tumeurs malignes du système nerveux, niveau 4;10;62;10001,7;2879,38;0;300,86;01/03/2016
299;1;M;01M26T;Tumeurs malignes du système nerveux, très courte durée;0;0;603,23;0;0;0;01/03/2016
300;1;M;01M271;Autres tumeurs du système nerveux, niveau 1;0;9;1909,53;0;0;114,51;01/03/2016
301;1;M;01M272;Autres tumeurs du système nerveux, niveau 2;0;23;3512,68;0;0;155,14;01/03/2016
302;1;M;01M273;Autres tumeurs du système nerveux, niveau 3;6;35;5374,33;1861,65;0;287,15;01/03/2016
303;1;M;01M274;Autres tumeurs du système nerveux, niveau 4;6;48;9575,14;4200,81;0;371,45;01/03/2016
304;1;M;01M27T;Autres tumeurs du système nerveux, très courte durée;0;0;794,27;0;0;0;01/03/2016
305;1;M;01M281;Hydrocéphalies, niveau 1;0;8;1367,02;0;0;127,35;01/03/2016
306;1;M;01M282;Hydrocéphalies, niveau 2;0;26;3659,38;0;0;142,77;01/03/2016
307;1;M;01M283;Hydrocéphalies, niveau 3;0;35;4944,29;0;0;208,18;01/03/2016
308;1;M;01M284;Hydrocéphalies, niveau 4;9;52;8483,36;3539,07;0;305,66;01/03/2016
309;1;M;01M28T;Hydrocéphalies, très courte durée;0;0;511,57;0;0;0;01/03/2016
310;1;M;01M291;Anévrysmes cérébraux, niveau 1;0;4;2078,35;0;0;252,42;01/03/2016
311;1;M;01M292;Anévrysmes cérébraux, niveau 2;0;19;5864,73;0;0;558,69;01/03/2016
312;1;M;01M293;Anévrysmes cérébraux, niveau 3;0;0;8638,11;0;0;0;01/03/2016
313;1;M;01M294;Anévrysmes cérébraux, niveau 4;0;0;14301,77;0;0;0;01/03/2016
314;1;M;01M301;Accidents vasculaires intracérébraux non transitoires, niveau 1;0;19;2975,42;0;0;125,54;01/03/2016
315;1;M;01M302;Accidents vasculaires intracérébraux non transitoires, niveau 2;0;28;4632,9;0;0;113,27;01/03/2016
316;1;M;01M303;Accidents vasculaires intracérébraux non transitoires, niveau 3;7;39;6792,76;2159,86;0;84,72;01/03/2016
317;1;M;01M304;Accidents vasculaires intracérébraux non transitoires, niveau 4;8;71;9503,67;2710,91;0;249,24;01/03/2016
318;1;M;01M30T;Transferts et autres séjours courts pour accidents vasculaires intracérébraux non transitoires;0;0;664,6;0;0;0;01/03/2016
319;1;M;01M311;Autres accidents vasculaires cérébraux non transitoires, niveau 1;0;18;2976,16;0;0;136,45;01/03/2016
320;1;M;01M312;Autres accidents vasculaires cérébraux non transitoires, niveau 2;0;28;4551,7;0;0;130,42;01/03/2016
321;1;M;01M313;Autres accidents vasculaires cérébraux non transitoires, niveau 3;7;39;7102,6;2550,9;0;83,91;01/03/2016
322;1;M;01M314;Autres accidents vasculaires cérébraux non transitoires, niveau 4;6;63;9116,53;2013,93;0;269,07;01/03/2016
323;1;M;01M31T;Transferts et autres séjours courts pour autres accidents vasculaires cérébraux non transitoires;0;0;753,35;0;0;0;01/03/2016
324;1;M;01M32Z;Explorations et surveillance pour affections du système nerveux;0;0;755,2;0;0;0;01/03/2016
325;1;M;01M331;Troubles du sommeil, niveau 1;0;0;679,23;0;0;0;01/03/2016
326;1;M;01M332;Troubles du sommeil, niveau 2;0;19;1964,85;0;0;190,21;01/03/2016
327;1;M;01M333;Troubles du sommeil, niveau 3;0;23;2816,79;0;0;223,53;01/03/2016
328;1;M;01M334;Troubles du sommeil, niveau 4;0;0;4791,51;0;0;0;01/03/2016
329;1;M;01M34Z;Anomalies de la démarche d'origine neurologique;3;26;3512,15;0;980,08;249,75;01/03/2016
330;1;M;01M35Z;Symptômes et autres recours aux soins de la CMD 01;0;14;2219,83;0;0;297,4;01/03/2016
331;1;M;01M36E;Accidents vasculaires cérébraux non transitoires avec décès : séjours de moins de 2 jours;0;0;677,69;0;0;0;01/03/2016
332;1;M;01M37E;Autres affections de la CMD 01 avec décès : séjours de moins de 2 jours;0;0;641,23;0;0;0;01/03/2016
333;1;M;01M04T;Méningites virales, très courte durée;0;0;544,59;0;0;0;01/03/2016
334;1;M;01M15T;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, très courte durée;0;0;721,6;0;0;0;01/03/2016
335;1;M;01M16T;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, très courte durée;0;0;809,03;0;0;0;01/03/2016
336;1;C;01M18T;Lésions traumatiques intracrâniennes sévères, très courte durée;0;0;827,65;0;0;0;01/03/2016
337;1;M;01M21T;Douleurs chroniques rebelles, très courte durée;0;0;443,54;0;0;0;01/03/2016
338;1;M;01M34T;Anomalies de la démarche d'origine neurologique, très courte durée;0;0;571,9;0;0;0;01/03/2016
339;1;M;01M35T;Symptômes et autres recours aux soins de la CMD 01, très courte durée;0;0;547,39;0;0;0;01/03/2016
340;1;M;01M381;Autres affections neurologiques concernant majoritairement la petite enfance, niveau 1;0;5;1118,95;0;0;73,77;01/03/2016
341;1;M;01M382;Autres affections neurologiques concernant majoritairement la petite enfance, niveau 2;0;23;2552,13;0;0;63,22;01/03/2016
342;1;M;01M383;Autres affections neurologiques concernant majoritairement la petite enfance, niveau 3;0;33;3184,37;0;0;100,24;01/03/2016
343;1;M;01M384;Autres affections neurologiques concernant majoritairement la petite enfance, niveau 4;0;48;4687,97;0;0;182,15;01/03/2016
344;1;M;01M391;Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 1;0;5;1168,98;0;0;178,48;01/03/2016
345;1;M;01M392;Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 2;0;10;2061,39;0;0;374,46;01/03/2016
346;1;M;01M393;Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 3;0;0;3289,02;0;0;0;01/03/2016
347;1;M;01M394;Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 4;0;0;3887,16;0;0;0;01/03/2016
399;2;C;02C11J;Autres interventions intraoculaires en dehors des affections sévères, en ambulatoire;0;0;143,23;0;0;0;01/03/2016
410;2;C;02C021;Interventions sur la rétine, niveau 1;0;6;2462,97;0;0;204,68;01/03/2016
411;2;C;02C022;Interventions sur la rétine, niveau 2;0;15;4305,04;0;0;524,54;01/03/2016
412;2;C;02C023;Interventions sur la rétine, niveau 3;0;0;10067,85;0;0;0;01/03/2016
413;2;C;02C024;Interventions sur la rétine, niveau 4;0;0;13202,87;0;0;0;01/03/2016
414;2;C;02C02J;Interventions sur la rétine, en ambulatoire;0;0;2462,97;0;0;0;01/03/2016
415;2;C;02C031;Interventions sur l'orbite, niveau 1;0;7;2210,62;0;0;238,97;01/03/2016
416;2;C;02C032;Interventions sur l'orbite, niveau 2;0;18;4839,32;0;0;361,38;01/03/2016
417;2;C;02C033;Interventions sur l'orbite, niveau 3;0;31;9537,31;0;0;569,11;01/03/2016
