GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DATE-EFFET
42;1;C;01C08J;Interventions sur les nerfs crâniens ou périphériques et autres interventions sur le système nerveux, en ambulatoire;0;0;1974,85;0;0;0;01/03/2012
43;1;C;01C091;Pose d'un stimulateur cérébral, niveau 1;3;22;8642,77;0;2357,51;220,13;01/03/2012
44;1;C;01C092;Pose d'un stimulateur cérébral, niveau 2;6;39;12384,93;3742,16;0;584,48;01/03/2012
45;1;C;01C093;Pose d'un stimulateur cérébral, niveau 3;0;0;18200,85;0;0;0;01/03/2012
46;1;C;01C094;Pose d'un stimulateur cérébral, niveau 4;0;0;23139,65;0;0;0;01/03/2012
47;1;C;01C101;Pose d'un stimulateur médullaire, niveau 1;0;9;2234,71;0;0;459,96;01/03/2012
48;1;C;01C102;Pose d'un stimulateur médullaire, niveau 2;0;17;6029,53;0;0;646,02;01/03/2012
49;1;C;01C103;Pose d'un stimulateur médullaire, niveau 3;0;0;8814,4;0;0;0;01/03/2012
50;1;C;01C104;Pose d'un stimulateur médullaire, niveau 4;0;0;11206,19;0;0;0;01/03/2012
51;1;C;01C111;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 1;4;19;7927,1;0;1470,1;151,51;01/03/2012
52;1;C;01C112;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 2;4;30;10008,06;2080,96;0;137,7;01/03/2012
53;1;C;01C113;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 3;0;32;11563,63;0;0;91,98;01/03/2012
54;1;C;01C114;Craniotomies pour tumeurs, âge inférieur à 18 ans, niveau 4;6;60;14139,16;2575,53;0;435,73;01/03/2012
55;1;C;01C121;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 1;3;16;5333,44;0;1103,93;112,92;01/03/2012
56;1;C;01C122;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 2;0;31;8086,01;0;0;81,72;01/03/2012
57;1;C;01C123;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 3;5;45;9230,04;1144,04;0;99,69;01/03/2012
58;1;C;01C124;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 4;15;92;13915,49;4685,44;0;282,03;01/03/2012
59;1;C;01C131;Libérations du canal carpien et d'autres nerfs superficiels, niveau 1;0;4;788,56;0;0;169,96;01/03/2012
60;1;C;01C132;Libérations du canal carpien et d'autres nerfs superficiels, niveau 2;0;15;2634,18;0;0;327,59;01/03/2012
61;1;C;01C133;Libérations du canal carpien et d'autres nerfs superficiels, niveau 3;0;0;3852,04;0;0;0;01/03/2012
62;1;C;01C134;Libérations du canal carpien et d'autres nerfs superficiels, niveau 4;0;0;4897,29;0;0;0;01/03/2012
63;1;C;01C13J;Libérations du canal carpien et d'autres nerfs superficiels, en ambulatoire;0;0;788,56;0;0;0;01/03/2012
65;1;C;01C041;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 1;3;19;12524,67;0;1884,46;142,54;01/03/2012
66;1;C;01C042;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 2;7;39;17465,69;4941,01;0;110,87;01/03/2012
67;1;C;01C043;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 3;7;66;21069,68;3604;0;95,22;01/03/2012
68;1;C;01C044;Craniotomies en dehors de tout traumatisme, âge supérieur à 17 ans, niveau 4;12;105;24783,14;3713,46;0;442,3;01/03/2012
69;1;C;01C121;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 1;3;16;12128,53;0;2515,78;112,92;01/03/2012
70;1;C;01C122;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 2;0;31;14881,08;0;0;81,72;01/03/2012
71;1;C;01C123;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 3;5;45;16025,13;1144,05;0;99,69;01/03/2012
72;1;C;01C124;Craniotomies pour affections non tumorales, âge inférieur à 18 ans, niveau 4;15;92;20710,57;4685,44;0;419,74;01/03/2012
73;1;C;01C10J;Pose d'un stimulateur médullaire, en ambulatoire;0;0;2234,71;0;0;0;01/03/2012
189;1;M;01K021;Autres embolisations intracrâniennes et médullaires, niveau 1;2;11;7607,83;0;2453,02;104,48;01/03/2012
190;1;M;01K022;Autres embolisations intracrâniennes et médullaires, niveau 2;0;18;8339,16;0;0;118,94;01/03/2012
191;1;M;01K023;Autres embolisations intracrâniennes et médullaires, niveau 3;0;34;10242,16;0;0;557,81;01/03/2012
192;1;M;01K024;Autres embolisations intracrâniennes et médullaires, niveau 4;0;0;16317,1;0;0;0;01/03/2012
193;1;M;01K031;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 1;3;11;4949,79;0;1029,96;137,8;01/03/2012
194;1;M;01K032;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 2;0;30;8436,08;0;0;106,79;01/03/2012
195;1;M;01K033;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 3;6;58;11426,28;2990,2;0;192,4;01/03/2012
196;1;M;01K034;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 4;16;97;18929,83;7503,55;0;362,28;01/03/2012
197;1;M;01K04J;Injections de toxine botulique, en ambulatoire;0;0;378,51;0;0;0;01/03/2012
198;1;M;01K05J;Séjours pour douleurs chroniques rebelles comprenant un bloc ou une infiltration, en ambulatoire;0;0;265,71;0;0;0;01/03/2012
199;1;M;01K06J;Affections du système nerveux sans acte opératoire avec anesthésie, en ambulatoire;0;0;922,35;0;0;0;01/03/2012
200;1;M;01K071;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 1;5;37;9465,84;0;1453,95;118,61;01/03/2012
201;1;M;01K072;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 2;7;40;9821,69;355,84;0;283,46;01/03/2012
202;1;M;01K073;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 3;9;53;15688,87;5867,18;0;228,9;01/03/2012
203;1;M;01K074;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 4;9;93;24845,06;9156,19;0;498,46;01/03/2012
204;1;M;01M041;Méningites virales, niveau 1;0;9;1964,17;0;0;112,23;01/03/2012
205;1;M;01M042;Méningites virales, niveau 2;0;21;4205,89;0;0;80,27;01/03/2012
206;1;M;01M043;Méningites virales, niveau 3;5;49;6453,34;2247,45;0;244,14;01/03/2012
207;1;M;01M044;Méningites virales, niveau 4;7;64;10684,39;4231,05;0;309,47;01/03/2012
208;1;M;01M051;Infections du système nerveux à l'exception des méningites virales, niveau 1;2;15;2902,73;0;1131,59;144,17;01/03/2012
209;1;M;01M052;Infections du système nerveux à l'exception des méningites virales, niveau 2;4;34;5641,94;2739,21;0;155,97;01/03/2012
210;1;M;01M053;Infections du système nerveux à l'exception des méningites virales, niveau 3;6;51;8304,22;2662,28;0;155,7;01/03/2012
211;1;M;01M054;Infections du système nerveux à l'exception des méningites virales, niveau 4;15;90;14376,39;6072,17;0;299,47;01/03/2012
212;1;M;01M05T;Infections du système nerveux à l'exception des méningites virales, très courte durée;0;0;639,55;0;0;0;01/03/2012
213;1;M;01M071;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 1;2;18;2495,58;0;1022,97;129,79;01/03/2012
214;1;M;01M072;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 2;6;32;4341,09;1845,52;0;127,36;01/03/2012
215;1;M;01M073;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 3;7;39;5232,62;891,52;0;128,9;01/03/2012
216;1;M;01M074;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 4;9;52;6908,28;1675,66;0;248,88;01/03/2012
217;1;M;01M07T;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, très courte durée;0;0;449,64;0;0;0;01/03/2012
218;1;M;01M081;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 1;3;11;1899,81;0;462,7;125,74;01/03/2012
219;1;M;01M082;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 2;0;30;4288,88;0;0;134,82;01/03/2012
220;1;M;01M083;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 3;5;44;6234,47;1945,6;0;132,49;01/03/2012
221;1;M;01M084;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 4;7;69;9546,78;3312,31;0;258,02;01/03/2012
222;1;M;01M08T;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, très courte durée;0;0;511,71;0;0;0;01/03/2012
223;1;M;01M091;Affections et lésions du rachis et de la moelle, niveau 1;0;7;1590,19;0;0;138,76;01/03/2012
224;1;M;01M092;Affections et lésions du rachis et de la moelle, niveau 2;0;31;5168,88;0;0;134,41;01/03/2012
225;1;M;01M093;Affections et lésions du rachis et de la moelle, niveau 3;5;49;7606,95;2438,06;0;133,93;01/03/2012
226;1;M;01M094;Affections et lésions du rachis et de la moelle, niveau 4;15;88;12830,16;5223,21;0;270,36;01/03/2012
227;1;M;01M09T;Affections et lésions du rachis et de la moelle, très courte durée;0;0;565,68;0;0;0;01/03/2012
228;1;M;01M101;Autres affections cérébrovasculaires, niveau 1;3;15;2487,14;0;512,56;158,41;01/03/2012
229;1;M;01M102;Autres affections cérébrovasculaires, niveau 2;4;31;5409,69;2922,55;0;130,69;01/03/2012
230;1;M;01M103;Autres affections cérébrovasculaires, niveau 3;8;45;7239,37;1829,68;0;197,37;01/03/2012
231;1;M;01M104;Autres affections cérébrovasculaires, niveau 4;12;72;12568,38;5329;0;324,89;01/03/2012
232;1;M;01M10T;Autres affections cérébrovasculaires, très courte durée;0;0;949,46;0;0;0;01/03/2012
233;1;M;01M111;Affections des nerfs crâniens et rachidiens, niveau 1;0;12;2082,73;0;0;149,19;01/03/2012
234;1;M;01M112;Affections des nerfs crâniens et rachidiens, niveau 2;4;23;3818,56;1735,83;0;141,9;01/03/2012
235;1;M;01M113;Affections des nerfs crâniens et rachidiens, niveau 3;0;36;5663,28;0;0;168,35;01/03/2012
236;1;M;01M114;Affections des nerfs crâniens et rachidiens, niveau 4;6;58;9367,08;3703,8;0;299,28;01/03/2012
237;1;M;01M11T;Affections des nerfs crâniens et rachidiens, très courte durée;0;0;559,27;0;0;0;01/03/2012
238;1;M;01M121;Autres affections du système nerveux, niveau 1;0;9;1845,65;0;0;118,1;01/03/2012
239;1;M;01M122;Autres affections du système nerveux, niveau 2;0;27;3971,48;0;0;119,69;01/03/2012
240;1;M;01M123;Autres affections du système nerveux, niveau 3;0;39;5954,45;0;0;98,67;01/03/2012
241;1;M;01M124;Autres affections du système nerveux, niveau 4;7;65;8519,82;2565,37;0;243,25;01/03/2012
242;1;M;01M12T;Autres affections du système nerveux, très courte durée;0;0;582,54;0;0;0;01/03/2012
243;1;M;01M131;Troubles de la conscience et comas d'origine non traumatique, niveau 1;0;3;934,58;0;0;107,38;01/03/2012
244;1;M;01M132;Troubles de la conscience et comas d'origine non traumatique, niveau 2;0;23;3082,14;0;0;153,39;01/03/2012
245;1;M;01M133;Troubles de la conscience et comas d'origine non traumatique, niveau 3;0;36;5076,17;0;0;170,4;01/03/2012
246;1;M;01M134;Troubles de la conscience et comas d'origine non traumatique, niveau 4;0;63;9677,05;0;0;285,23;01/03/2012
247;1;M;01M151;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 1;4;17;2486,74;0;437,23;133,19;01/03/2012
248;1;M;01M152;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 2;4;22;3233,41;746,66;0;124,23;01/03/2012
249;1;M;01M153;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 3;0;31;4351,46;0;0;255,51;01/03/2012
250;1;M;01M154;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 4;0;42;7393,57;0;0;325,92;01/03/2012
251;1;M;01M161;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 1;0;14;2261,79;0;0;155,47;01/03/2012
252;1;M;01M162;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 2;4;20;3194,61;932,81;0;191,48;01/03/2012
253;1;M;01M163;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 3;5;30;5109,45;1914,84;0;229,83;01/03/2012
254;1;M;01M164;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 4;0;46;8786,75;0;0;351,09;01/03/2012
255;1;M;01M171;Sclérose en plaques et ataxie cérébelleuse, niveau 1;2;8;1370,3;0;455,64;130,75;01/03/2012
256;1;M;01M172;Sclérose en plaques et ataxie cérébelleuse, niveau 2;0;23;3331,48;0;0;144,05;01/03/2012
257;1;M;01M173;Sclérose en plaques et ataxie cérébelleuse, niveau 3;0;38;5964,37;0;0;129,29;01/03/2012
258;1;M;01M174;Sclérose en plaques et ataxie cérébelleuse, niveau 4;7;70;10101,66;4137,29;0;269,99;01/03/2012
259;1;M;01M17T;Sclérose en plaques et ataxie cérébelleuse, très courte durée;0;0;459,02;0;0;0;01/03/2012
260;1;C;01M181;Lésions traumatiques intracrâniennes sévères, niveau 1;0;15;2092,6;0;0;135,36;01/03/2012
261;1;C;01M182;Lésions traumatiques intracrâniennes sévères, niveau 2;4;34;4951,99;2859,39;0;130,13;01/03/2012
262;1;C;01M183;Lésions traumatiques intracrâniennes sévères, niveau 3;5;47;7152,71;2200,71;0;118,01;01/03/2012
263;1;C;01M184;Lésions traumatiques intracrâniennes sévères, niveau 4;8;89;12109,08;4956,37;0;254,9;01/03/2012
264;1;C;01M191;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 1;0;5;1141,21;0;0;125,98;01/03/2012
265;1;C;01M192;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 2;0;24;3534,87;0;0;141,46;01/03/2012
266;1;C;01M193;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 3;0;36;5232,44;0;0;151,21;01/03/2012
267;1;C;01M194;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 4;8;60;8861,58;3629,14;0;273,33;01/03/2012
268;1;C;01M201;Commotions cérébrales, niveau 1;0;0;696,24;0;0;0;01/03/2012
269;1;C;01M202;Commotions cérébrales, niveau 2;0;14;2299,78;0;0;94,97;01/03/2012
270;1;C;01M203;Commotions cérébrales, niveau 3;0;24;3454;0;0;87,1;01/03/2012
271;1;C;01M204;Commotions cérébrales, niveau 4;0;50;5718,65;0;0;210,32;01/03/2012
272;1;M;01M211;Douleurs chroniques rebelles, niveau 1;2;10;1708,22;0;627,44;171,46;01/03/2012
273;1;M;01M212;Douleurs chroniques rebelles, niveau 2;4;18;3237,31;1529,09;0;160,97;01/03/2012
274;1;M;01M213;Douleurs chroniques rebelles, niveau 3;0;33;5651,78;0;0;251,79;01/03/2012
275;1;M;01M214;Douleurs chroniques rebelles, niveau 4;0;47;9176,83;0;0;360,91;01/03/2012
276;1;M;01M221;Migraines et céphalées, niveau 1;0;5;1004,68;0;0;112,49;01/03/2012
277;1;M;01M222;Migraines et céphalées, niveau 2;0;15;2293,83;0;0;96,08;01/03/2012
278;1;M;01M223;Migraines et céphalées, niveau 3;0;25;3254,41;0;0;238,97;01/03/2012
279;1;M;01M224;Migraines et céphalées, niveau 4;0;0;5388,86;0;0;0;01/03/2012
280;1;M;01M22T;Migraines et céphalées, très courte durée;0;0;551,68;0;0;0;01/03/2012
281;1;M;01M231;Convulsions hyperthermiques, niveau 1;0;3;950,95;0;0;184,38;01/03/2012
282;1;M;01M232;Convulsions hyperthermiques, niveau 2;0;12;2610,35;0;0;377,43;01/03/2012
283;1;M;01M233;Convulsions hyperthermiques, niveau 3;0;0;3844,76;0;0;0;01/03/2012
284;1;M;01M234;Convulsions hyperthermiques, niveau 4;0;0;6365,61;0;0;0;01/03/2012
285;1;M;01M241;Epilepsie, âge inférieur à 18 ans, niveau 1;0;6;1720,16;0;0;174;01/03/2012
286;1;M;01M242;Epilepsie, âge inférieur à 18 ans, niveau 2;0;17;3832,71;0;0;169,49;01/03/2012
287;1;M;01M243;Epilepsie, âge inférieur à 18 ans, niveau 3;0;34;7087,81;0;0;155,64;01/03/2012
288;1;M;01M244;Epilepsie, âge inférieur à 18 ans, niveau 4;0;61;11290,09;0;0;344,63;01/03/2012
289;1;M;01M24T;Epilepsie, âge inférieur à 18 ans, très courte durée;0;0;745,42;0;0;0;01/03/2012
290;1;M;01M251;Epilepsie, âge supérieur à 17 ans, niveau 1;0;8;1523,06;0;0;118,47;01/03/2012
291;1;M;01M252;Epilepsie, âge supérieur à 17 ans, niveau 2;0;18;2707,73;0;0;121,78;01/03/2012
292;1;M;01M253;Epilepsie, âge supérieur à 17 ans, niveau 3;0;29;4254,92;0;0;111,9;01/03/2012
293;1;M;01M254;Epilepsie, âge supérieur à 17 ans, niveau 4;0;50;6608,28;0;0;244,44;01/03/2012
294;1;M;01M25T;Epilepsie, âge supérieur à 17 ans, très courte durée;0;0;630,14;0;0;0;01/03/2012
295;1;M;01M261;Tumeurs malignes du système nerveux, niveau 1;0;16;2723,41;0;0;141,92;01/03/2012
296;1;M;01M262;Tumeurs malignes du système nerveux, niveau 2;4;35;5419,88;2696,46;0;177,77;01/03/2012
297;1;M;01M263;Tumeurs malignes du système nerveux, niveau 3;5;43;7249,52;1829,64;0;156,33;01/03/2012
298;1;M;01M264;Tumeurs malignes du système nerveux, niveau 4;10;62;10219,8;2970,28;0;307,42;01/03/2012
299;1;M;01M26T;Tumeurs malignes du système nerveux, très courte durée;0;0;616,78;0;0;0;01/03/2012
300;1;M;01M271;Autres tumeurs du système nerveux, niveau 1;0;9;1952,38;0;0;119,79;01/03/2012
301;1;M;01M272;Autres tumeurs du système nerveux, niveau 2;0;23;3629,38;0;0;159,12;01/03/2012
302;1;M;01M273;Autres tumeurs du système nerveux, niveau 3;6;35;5538,8;1909,43;0;295,94;01/03/2012
303;1;M;01M274;Autres tumeurs du système nerveux, niveau 4;6;48;9790,28;4251,48;0;379,8;01/03/2012
304;1;M;01M27T;Autres tumeurs du système nerveux, très courte durée;0;0;823,55;0;0;0;01/03/2012
305;1;M;01M281;Hydrocéphalies, niveau 1;0;8;1415,03;0;0;131,81;01/03/2012
306;1;M;01M282;Hydrocéphalies, niveau 2;0;26;3787,66;0;0;140,25;01/03/2012
307;1;M;01M283;Hydrocéphalies, niveau 3;0;35;5049,94;0;0;213,2;01/03/2012
308;1;M;01M284;Hydrocéphalies, niveau 4;9;52;8674,4;3624,46;0;312,54;01/03/2012
309;1;M;01M28T;Hydrocéphalies, très courte durée;0;0;523,06;0;0;0;01/03/2012
310;1;M;01M291;Anévrysmes cérébraux, niveau 1;0;4;2125,04;0;0;258,1;01/03/2012
311;1;M;01M292;Anévrysmes cérébraux, niveau 2;0;19;5996,48;0;0;571,24;01/03/2012
312;1;M;01M293;Anévrysmes cérébraux, niveau 3;0;0;8832,16;0;0;0;01/03/2012
313;1;M;01M294;Anévrysmes cérébraux, niveau 4;0;0;14623,05;0;0;0;01/03/2012
314;1;M;01M301;Accidents vasculaires intracérébraux non transitoires, niveau 1;3;20;3134,35;0;818,28;129,14;01/03/2012
315;1;M;01M302;Accidents vasculaires intracérébraux non transitoires, niveau 2;4;33;4849,46;1715,11;0;128,19;01/03/2012
316;1;M;01M303;Accidents vasculaires intracérébraux non transitoires, niveau 3;5;45;6791,45;1941,99;0;112,66;01/03/2012
317;1;M;01M304;Accidents vasculaires intracérébraux non transitoires, niveau 4;8;71;9720,68;2929,23;0;254,93;01/03/2012
318;1;M;01M30T;Transferts et autres séjours courts pour accidents vasculaires intracérébraux non transitoires;0;0;679,51;0;0;0;01/03/2012
319;1;M;01M311;Autres accidents vasculaires cérébraux non transitoires, niveau 1;0;18;3048,55;0;0;115,55;01/03/2012
320;1;M;01M312;Autres accidents vasculaires cérébraux non transitoires, niveau 2;4;33;4781,78;1733,22;0;151,19;01/03/2012
321;1;M;01M313;Autres accidents vasculaires cérébraux non transitoires, niveau 3;5;44;7087,61;2305,83;0;117,37;01/03/2012
322;1;M;01M314;Autres accidents vasculaires cérébraux non transitoires, niveau 4;6;63;9317,59;2229,98;0;275;01/03/2012
323;1;M;01M31T;Transferts et autres séjours courts pour autres accidents vasculaires cérébraux non transitoires;0;0;770,28;0;0;0;01/03/2012
324;1;M;01M32Z;Explorations et surveillance pour affections du système nerveux;0;0;772,17;0;0;0;01/03/2012
325;1;M;01M331;Troubles du sommeil, niveau 1;0;0;694,5;0;0;0;01/03/2012
326;1;M;01M332;Troubles du sommeil, niveau 2;0;19;2008,99;0;0;194,48;01/03/2012
327;1;M;01M333;Troubles du sommeil, niveau 3;0;0;2959,03;0;0;0;01/03/2012
328;1;M;01M334;Troubles du sommeil, niveau 4;0;0;4899,14;0;0;0;01/03/2012
329;1;M;01M34Z;Anomalies de la démarche d'origine neurologique;3;26;3590,17;0;1001,81;255,67;01/03/2012
330;1;M;01M35Z;Symptômes et autres recours aux soins de la CMD 01;0;14;2287,43;0;0;304,49;01/03/2012
331;1;M;01M36E;Accidents vasculaires cérébraux non transitoires avec décès : séjours de moins de 2 jours;0;0;692,86;0;0;0;01/03/2012
332;1;M;01M37E;Autres affections de la CMD 01 avec décès : séjours de moins de 2 jours;0;0;655,62;0;0;0;01/03/2012
333;1;M;01M04T;Méningites virales, très courte durée;0;0;556,83;0;0;0;01/03/2012
334;1;M;01M15T;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, très courte durée;0;0;737,82;0;0;0;01/03/2012
335;1;M;01M16T;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, très courte durée;0;0;827,2;0;0;0;01/03/2012
336;1;C;01M18T;Lésions traumatiques intracrâniennes sévères, très courte durée;0;0;846,24;0;0;0;01/03/2012
337;1;M;01M21T;Douleurs chroniques rebelles, très courte durée;0;0;453,34;0;0;0;01/03/2012
338;1;M;01M34T;Anomalies de la démarche d'origine neurologique, très courte durée;0;0;584,74;0;0;0;01/03/2012
339;1;M;01M35T;Symptômes et autres recours aux soins de la CMD 01, très courte durée;0;0;559,68;0;0;0;01/03/2012
340;1;M;01M381;Autres affections neurologiques concernant majoritairement la petite enfance, niveau 1;0;5;1153,38;0;0;75,09;01/03/2012
341;1;M;01M382;Autres affections neurologiques concernant majoritairement la petite enfance, niveau 2;0;23;2609,47;0;0;64,64;01/03/2012
342;1;M;01M383;Autres affections neurologiques concernant majoritairement la petite enfance, niveau 3;0;33;3255,91;0;0;102,49;01/03/2012
343;1;M;01M384;Autres affections neurologiques concernant majoritairement la petite enfance, niveau 4;0;48;4793,29;0;0;186,24;01/03/2012
344;1;M;01M391;Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 1;0;5;1224,18;0;0;182,9;01/03/2012
345;1;M;01M392;Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 2;0;10;2138,68;0;0;388,5;01/03/2012
346;1;M;01M393;Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 3;0;0;3362,91;0;0;0;01/03/2012
347;1;M;01M394;Troubles de la régulation thermique du nouveau-né et du nourrisson, niveau 4;0;0;3974,48;0;0;0;01/03/2012
410;2;C;02C021;Interventions sur la rétine, niveau 1;0;6;2577,05;0;0;213,96;01/03/2012
411;2;C;02C022;Interventions sur la rétine, niveau 2;0;15;4502,66;0;0;548,61;01/03/2012
412;2;C;02C023;Interventions sur la rétine, niveau 3;0;0;10349,89;0;0;0;01/03/2012
413;2;C;02C024;Interventions sur la rétine, niveau 4;0;0;13556,82;0;0;0;01/03/2012
414;2;C;02C02J;Interventions sur la rétine, en ambulatoire;0;0;2577,05;0;0;0;01/03/2012
415;2;C;02C031;Interventions sur l'orbite, niveau 1;2;7;2493,23;0;480,44;226,48;01/03/2012
416;2;C;02C032;Interventions sur l'orbite, niveau 2;0;18;4984,47;0;0;499,68;01/03/2012
417;2;C;02C033;Interventions sur l'orbite, niveau 3;0;31;11489,13;0;0;685,58;01/03/2012
418;2;C;02C034;Interventions sur l'orbite, niveau 4;0;0;14984,46;0;0;0;01/03/2012
419;2;C;02C03J;Interventions sur l'orbite, en ambulatoire;0;0;1532,35;0;0;0;01/03/2012
420;2;C;02C051;Interventions sur le cristallin avec ou sans vitrectomie, niveau 1;0;3;1394,28;0;0;166,77;01/03/2012
421;2;C;02C052;Interventions sur le cristallin avec ou sans vitrectomie, niveau 2;0;17;3728,98;0;0;167,52;01/03/2012
422;2;C;02C053;Interventions sur le cristallin avec ou sans vitrectomie, niveau 3;0;44;8251,82;0;0;349,76;01/03/2012
