GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DATE-EFFET
0087;05;C;05C214;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 4;6;76;13730,88;0;2693,75;317,78;01/03/2019
0087;11;C;11C094;Créations et réfections de fistules artérioveineuses pour affections de la CMD 11, niveau 4;6;76;13730,88;0;2693,75;317,78;01/03/2019
0088;05;C;05C21J;Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, en ambulatoire;0;0;1735,88;0;0;0,00;01/03/2019
0088;11;C;11C09J;Créations et réfections de fistules artérioveineuses pour affections de la CMD 11, en ambulatoire;0;0;1735,88;0;0;0,00;01/03/2019
0089;09;C;09C06T;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale, très courte durée;0;0;2442,35;0;0;0,00;01/03/2019
0089;09;C;09C061;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale, niveau 1;0;0;2442,35;0;0;0,00;01/03/2019
0189;01;K;01K021;Autres embolisations intracrâniennes et médullaires, niveau 1;0;6;7063,82;0;0;100,74;01/03/2019
0190;01;K;01K022;Autres embolisations intracrâniennes et médullaires, niveau 2;0;11;8047,2;0;0;79,88;01/03/2019
0191;01;K;01K023;Autres embolisations intracrâniennes et médullaires, niveau 3;0;34;9884,4;0;0;630,30;01/03/2019
0192;01;K;01K024;Autres embolisations intracrâniennes et médullaires, niveau 4;0;0;15781,62;0;0;0,00;01/03/2019
0193;01;K;01K031;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 1;0;7;4133,52;0;0;183,66;01/03/2019
0194;01;K;01K032;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 2;0;18;7805,66;0;0;154,17;01/03/2019
0195;01;K;01K033;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 3;0;32;10333,45;0;0;145,37;01/03/2019
0196;01;K;01K034;Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 4;12;74;16438,9;0;581,47;491,18;01/03/2019
0197;01;K;01K04J;Injections de toxine botulique, en ambulatoire;0;0;367,54;0;0;0,00;01/03/2019
0198;01;K;01K05J;Séjours pour douleurs chroniques rebelles comprenant un bloc ou une infiltration, en ambulatoire;0;0;257,02;0;0;0,00;01/03/2019
0199;01;K;01K06J;Affections du système nerveux sans acte opératoire avec anesthésie, en ambulatoire;0;0;893,54;0;0;0,00;01/03/2019
0200;01;K;01K071;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 1;0;37;9057,01;0;0;133,89;01/03/2019
0201;01;K;01K072;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 2;0;40;9458,7;0;0;256,01;01/03/2019
0202;01;K;01K073;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 3;0;53;14648,71;0;0;209,46;01/03/2019
0203;01;K;01K074;Embolisations intracrâniennes et médullaires pour hémorragie, niveau 4;9;93;23027,22;0;1396,42;618,78;01/03/2019
0204;01;M;01M041;Méningites virales, niveau 1;0;7;1669,43;0;0;146,21;01/03/2019
0205;01;M;01M042;Méningites virales, niveau 2;0;13;3524,58;0;0;115,23;01/03/2019
0206;01;M;01M043;Méningites virales, niveau 3;6;36;6174,8;0;883,41;136,73;01/03/2019
0207;01;M;01M044;Méningites virales, niveau 4;7;64;10003,38;0;1276,19;356,21;01/03/2019
0208;01;M;01M051;Infections du système nerveux à l'exception des méningites virales, niveau 1;0;11;2556,91;0;0;122,89;01/03/2019
0209;01;M;01M052;Infections du système nerveux à l'exception des méningites virales, niveau 2;4;34;5383,28;0;1884,25;134,09;01/03/2019
0210;01;M;01M053;Infections du système nerveux à l'exception des méningites virales, niveau 3;0;35;7723,2;0;0;93,99;01/03/2019
0211;01;M;01M054;Infections du système nerveux à l'exception des méningites virales, niveau 4;15;90;12892,67;0;344,63;310,07;01/03/2019
0212;01;M;01M05T;Infections du système nerveux à l'exception des méningites virales, très courte durée;0;0;617,35;0;0;0,00;01/03/2019
0213;01;M;01M071;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 1;0;8;1722,02;0;0;107,24;01/03/2019
0214;01;M;01M072;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 2;5;29;3974,03;0;750,67;113,19;01/03/2019
0215;01;M;01M073;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 3;5;30;4938,94;0;643,27;74,47;01/03/2019
0216;01;M;01M074;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 4;9;52;6577,36;0;273,07;247,05;01/03/2019
0217;01;M;01M07T;Maladies dégénératives du système nerveux, âge supérieur à 79 ans, très courte durée;0;0;552,01;0;0;0,00;01/03/2019
0218;01;M;01M081;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 1;0;7;1419,96;0;0;124,27;01/03/2019
0219;01;M;01M082;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 2;0;19;3836,82;0;0;105,76;01/03/2019
0220;01;M;01M083;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 3;0;33;5716,05;0;0;94,69;01/03/2019
0221;01;M;01M084;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 4;7;69;9124,78;0;1136,24;277,30;01/03/2019
0222;01;M;01M08T;Maladies dégénératives du système nerveux, âge inférieur à 80 ans, très courte durée;0;0;494,66;0;0;0,00;01/03/2019
0223;01;M;01M091;Affections et lésions du rachis et de la moelle, niveau 1;0;7;1540,01;0;0;124,33;01/03/2019
0224;01;M;01M092;Affections et lésions du rachis et de la moelle, niveau 2;0;19;4791,33;0;0;83,31;01/03/2019
0225;01;M;01M093;Affections et lésions du rachis et de la moelle, niveau 3;5;49;7290,65;0;1666,21;110,78;01/03/2019
0226;01;M;01M094;Affections et lésions du rachis et de la moelle, niveau 4;15;88;11611,09;0;288,03;284,99;01/03/2019
0227;01;M;01M09T;Affections et lésions du rachis et de la moelle, très courte durée;0;0;546,66;0;0;0,00;01/03/2019
0228;01;M;01M101;Autres affections cérébrovasculaires, niveau 1;0;8;1905,39;0;0;147,69;01/03/2019
0229;01;M;01M102;Autres affections cérébrovasculaires, niveau 2;0;19;4372,27;0;0;119,99;01/03/2019
0230;01;M;01M103;Autres affections cérébrovasculaires, niveau 3;6;36;6412,15;0;679,96;137,36;01/03/2019
0231;01;M;01M104;Autres affections cérébrovasculaires, niveau 4;12;72;11357,26;0;470,96;303,82;01/03/2019
0232;01;M;01M10T;Autres affections cérébrovasculaires, très courte durée;0;0;825,23;0;0;0,00;01/03/2019
0233;01;M;01M111;Affections des nerfs crâniens et rachidiens, niveau 1;0;8;1995,47;0;0;116,80;01/03/2019
0234;01;M;01M112;Affections des nerfs crâniens et rachidiens, niveau 2;0;15;3283,17;0;0;94,42;01/03/2019
0235;01;M;01M113;Affections des nerfs crâniens et rachidiens, niveau 3;0;36;5265,98;0;0;162,28;01/03/2019
0236;01;M;01M114;Affections des nerfs crâniens et rachidiens, niveau 4;6;58;8836,06;0;2380,05;319,76;01/03/2019
0237;01;M;01M11T;Affections des nerfs crâniens et rachidiens, très courte durée;0;0;541,95;0;0;0,00;01/03/2019
0238;01;M;01M121;Autres affections du système nerveux, niveau 1;0;7;1772,37;0;0;109,30;01/03/2019
0239;01;M;01M122;Autres affections du système nerveux, niveau 2;0;16;3565,03;0;0;92,78;01/03/2019
0240;01;M;01M123;Autres affections du système nerveux, niveau 3;0;31;5756,27;0;0;69,27;01/03/2019
0241;01;M;01M124;Autres affections du système nerveux, niveau 4;7;65;8111,49;0;785,07;289,04;01/03/2019
0242;01;M;01M12T;Autres affections du système nerveux, très courte durée;0;0;680,07;0;0;0,00;01/03/2019
0243;01;M;01M131;Troubles de la conscience et comas d'origine non traumatique, niveau 1;0;3;891,61;0;0;138,08;01/03/2019
0244;01;M;01M132;Troubles de la conscience et comas d'origine non traumatique, niveau 2;0;14;2918,39;0;0;127,70;01/03/2019
0245;01;M;01M133;Troubles de la conscience et comas d'origine non traumatique, niveau 3;0;26;4843,36;0;0;117,10;01/03/2019
0246;01;M;01M134;Troubles de la conscience et comas d'origine non traumatique, niveau 4;0;63;9176,07;0;0;353,86;01/03/2019
0247;01;M;01M151;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 1;0;10;2286,52;0;0;148,42;01/03/2019
0248;01;M;01M152;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 2;0;14;3011,22;0;0;143,74;01/03/2019
0249;01;M;01M153;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 3;0;21;4175,01;0;0;136,24;01/03/2019
0250;01;M;01M154;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 4;0;42;7035,99;0;0;319,90;01/03/2019
0251;01;M;01M161;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 1;0;8;2153,44;0;0;166,10;01/03/2019
0252;01;M;01M162;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 2;0;12;2836,91;0;0;165,54;01/03/2019
0253;01;M;01M163;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 3;0;22;4562;0;0;162,63;01/03/2019
0254;01;M;01M164;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 4;0;46;8465,11;0;0;358,22;01/03/2019
0255;01;M;01M171;Sclérose en plaques et ataxie cérébelleuse, niveau 1;0;6;1201,16;0;0;130,97;01/03/2019
0256;01;M;01M172;Sclérose en plaques et ataxie cérébelleuse, niveau 2;0;13;3054,58;0;0;114,54;01/03/2019
0257;01;M;01M173;Sclérose en plaques et ataxie cérébelleuse, niveau 3;0;30;5629,56;0;0;98,84;01/03/2019
0258;01;M;01M174;Sclérose en plaques et ataxie cérébelleuse, niveau 4;7;70;9583,3;0;1317,91;290,42;01/03/2019
0259;01;M;01M17T;Sclérose en plaques et ataxie cérébelleuse, très courte durée;0;0;444,39;0;0;0,00;01/03/2019
0260;01;M;01M181;Lésions traumatiques intracrâniennes sévères, niveau 1;0;10;1989,33;0;0;119,20;01/03/2019
0261;01;M;01M182;Lésions traumatiques intracrâniennes sévères, niveau 2;0;20;4398,3;0;0;101,56;01/03/2019
0262;01;M;01M183;Lésions traumatiques intracrâniennes sévères, niveau 3;0;34;6623,18;0;0;86,96;01/03/2019
0263;01;M;01M184;Lésions traumatiques intracrâniennes sévères, niveau 4;8;89;11406,18;0;1062,89;313,38;01/03/2019
0264;01;M;01M191;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 1;0;5;1164,09;0;0;130,73;01/03/2019
0265;01;M;01M192;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 2;0;18;3366,6;0;0;118,74;01/03/2019
0266;01;M;01M193;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 3;0;29;5014,17;0;0;107,72;01/03/2019
0267;01;M;01M194;Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 4;8;60;8353,72;0;742,12;287,05;01/03/2019
0268;01;M;01M201;Commotions cérébrales, niveau 1;0;3;666,66;0;0;102,16;01/03/2019
0269;01;M;01M202;Commotions cérébrales, niveau 2;0;13;2375,25;0;0;83,59;01/03/2019
0270;01;M;01M203;Commotions cérébrales, niveau 3;0;22;3537,06;0;0;68,96;01/03/2019
0271;01;M;01M204;Commotions cérébrales, niveau 4;0;50;5468,02;0;0;250,43;01/03/2019
0272;01;M;01M211;Douleurs chroniques rebelles, niveau 1;0;7;1516,79;0;0;174,26;01/03/2019
0273;01;M;01M212;Douleurs chroniques rebelles, niveau 2;0;13;2874,58;0;0;165,08;01/03/2019
0274;01;M;01M213;Douleurs chroniques rebelles, niveau 3;0;23;5235,3;0;0;135,49;01/03/2019
0275;01;M;01M214;Douleurs chroniques rebelles, niveau 4;0;47;8487,13;0;0;357,38;01/03/2019
0276;01;M;01M221;Migraines et céphalées, niveau 1;0;3;812,66;0;0;159,12;01/03/2019
0277;01;M;01M222;Migraines et céphalées, niveau 2;0;10;2188,87;0;0;121,64;01/03/2019
0278;01;M;01M223;Migraines et céphalées, niveau 3;0;17;3040,36;0;0;255,67;01/03/2019
0279;01;M;01M224;Migraines et céphalées, niveau 4;0;0;5212,77;0;0;0,00;01/03/2019
0280;01;M;01M22T;Migraines et céphalées, très courte durée;0;0;812,66;0;0;0,00;01/03/2019
0281;01;M;01M231;Convulsions hyperthermiques, niveau 1;0;3;898,76;0;0;377,47;01/03/2019
0282;01;M;01M232;Convulsions hyperthermiques, niveau 2;0;7;2408,65;0;0;416,95;01/03/2019
0283;01;M;01M233;Convulsions hyperthermiques, niveau 3;0;0;3691,39;0;0;0,00;01/03/2019
0284;01;M;01M234;Convulsions hyperthermiques, niveau 4;0;0;6111,71;0;0;0,00;01/03/2019
0285;01;M;01M241;Epilepsie, âge inférieur à 18 ans, niveau 1;0;5;1635,95;0;0;157,96;01/03/2019
0286;01;M;01M242;Epilepsie, âge inférieur à 18 ans, niveau 2;0;12;3567,28;0;0;141,11;01/03/2019
0287;01;M;01M243;Epilepsie, âge inférieur à 18 ans, niveau 3;0;26;6664,38;0;0;109,06;01/03/2019
0288;01;M;01M244;Epilepsie, âge inférieur à 18 ans, niveau 4;0;61;10481,58;0;0;365,75;01/03/2019
0289;01;M;01M24T;Epilepsie, âge inférieur à 18 ans, très courte durée;0;0;712,32;0;0;0,00;01/03/2019
0290;01;M;01M251;Epilepsie, âge supérieur à 17 ans, niveau 1;0;6;1449,7;0;0;126,65;01/03/2019
0291;01;M;01M252;Epilepsie, âge supérieur à 17 ans, niveau 2;0;14;2582,29;0;0;122,66;01/03/2019
0292;01;M;01M253;Epilepsie, âge supérieur à 17 ans, niveau 3;0;25;4069,92;0;0;115,38;01/03/2019
0293;01;M;01M254;Epilepsie, âge supérieur à 17 ans, niveau 4;0;44;6262,1;0;0;249,65;01/03/2019
0294;01;M;01M25T;Epilepsie, âge supérieur à 17 ans, très courte durée;0;0;606,63;0;0;0,00;01/03/2019
0295;01;M;01M261;Tumeurs malignes du système nerveux, niveau 1;0;10;2573,98;0;0;136,87;01/03/2019
0296;01;M;01M262;Tumeurs malignes du système nerveux, niveau 2;0;19;4672,11;0;0;116,72;01/03/2019
0297;01;M;01M263;Tumeurs malignes du système nerveux, niveau 3;0;33;6873,08;0;0;97,18;01/03/2019
0298;01;M;01M264;Tumeurs malignes du système nerveux, niveau 4;10;62;9691,18;0;375,75;323,99;01/03/2019
0299;01;M;01M26T;Tumeurs malignes du système nerveux, très courte durée;0;0;598,34;0;0;0,00;01/03/2019
0300;01;M;01M271;Autres tumeurs du système nerveux, niveau 1;0;7;1857,82;0;0;150,10;01/03/2019
0301;01;M;01M272;Autres tumeurs du système nerveux, niveau 2;0;15;3306,6;0;0;131,02;01/03/2019
0302;01;M;01M273;Autres tumeurs du système nerveux, niveau 3;0;28;5009,86;0;0;191,47;01/03/2019
0303;01;M;01M274;Autres tumeurs du système nerveux, niveau 4;6;48;8839,35;0;2552,99;370,09;01/03/2019
0304;01;M;01M27T;Autres tumeurs du système nerveux, très courte durée;0;0;784,39;0;0;0,00;01/03/2019
0305;01;M;01M281;Hydrocéphalies, niveau 1;0;5;1258,01;0;0;121,24;01/03/2019
0306;01;M;01M282;Hydrocéphalies, niveau 2;0;17;3469,45;0;0;79,21;01/03/2019
0307;01;M;01M283;Hydrocéphalies, niveau 3;0;35;4895,17;0;0;190,31;01/03/2019
0308;01;M;01M284;Hydrocéphalies, niveau 4;9;52;8130,46;0;539,22;266,27;01/03/2019
0309;01;M;01M28T;Hydrocéphalies, très courte durée;0;0;505,38;0;0;0,00;01/03/2019
0310;01;M;01M291;Anévrysmes cérébraux, niveau 1;0;3;2041,27;0;0;304,87;01/03/2019
0311;01;M;01M292;Anévrysmes cérébraux, niveau 2;0;15;5699,77;0;0;632,12;01/03/2019
0312;01;M;01M293;Anévrysmes cérébraux, niveau 3;0;0;8546,34;0;0;0,00;01/03/2019
0313;01;M;01M294;Anévrysmes cérébraux, niveau 4;0;0;14149,83;0;0;0,00;01/03/2019
0314;01;M;01M301;Accidents vasculaires intracérébraux non transitoires, niveau 1;0;13;2886,35;0;0;139,26;01/03/2019
0315;01;M;01M302;Accidents vasculaires intracérébraux non transitoires, niveau 2;0;20;4486,24;0;0;122,36;01/03/2019
0316;01;M;01M303;Accidents vasculaires intracérébraux non transitoires, niveau 3;0;31;6342,92;0;0;102,72;01/03/2019
0317;01;M;01M304;Accidents vasculaires intracérébraux non transitoires, niveau 4;0;57;9013,68;0;0;280,26;01/03/2019
0318;01;M;01M30T;Transferts et autres séjours courts pour accidents vasculaires intracérébraux non transitoires;0;0;725,11;0;0;0,00;01/03/2019
0319;01;M;01M311;Autres accidents vasculaires cérébraux non transitoires, niveau 1;0;12;2888,17;0;0;117,10;01/03/2019
0320;01;M;01M312;Autres accidents vasculaires cérébraux non transitoires, niveau 2;0;21;4405,25;0;0;106,07;01/03/2019
0321;01;M;01M313;Autres accidents vasculaires cérébraux non transitoires, niveau 3;7;39;6764,24;0;524,22;87,33;01/03/2019
0322;01;M;01M314;Autres accidents vasculaires cérébraux non transitoires, niveau 4;6;63;8860,26;0;1397,35;298,74;01/03/2019
0323;01;M;01M31T;Transferts et autres séjours courts pour autres accidents vasculaires cérébraux non transitoires;0;0;738,28;0;0;0,00;01/03/2019
0324;01;M;01M32Z;Explorations et surveillance pour affections du système nerveux;0;0;751,88;0;0;0,00;01/03/2019
0325;01;M;01M331;Troubles du sommeil, niveau 1;0;3;698,1;0;0;134,22;01/03/2019
0326;01;M;01M332;Troubles du sommeil, niveau 2;0;12;1906,02;0;0;190,96;01/03/2019
0327;01;M;01M333;Troubles du sommeil, niveau 3;0;16;2669,89;0;0;226,70;01/03/2019
0328;01;M;01M334;Troubles du sommeil, niveau 4;0;0;4742,71;0;0;0,00;01/03/2019
0329;01;M;01M34Z;Anomalies de la démarche d'origine neurologique;0;20;3318,72;0;0;236,00;01/03/2019
0330;01;M;01M35Z;Symptômes et autres recours aux soins de la CMD 01;0;10;2140,65;0;0;286,79;01/03/2019
0331;01;M;01M36E;Accidents vasculaires cérébraux non transitoires avec décès : séjours de moins de 2 jours;0;0;718,06;0;0;0,00;01/03/2019
0332;01;M;01M37E;Autres affections de la CMD 01 avec décès : séjours de moins de 2 jours;0;0;679,77;0;0;0,00;01/03/2019
0333;01;M;01M04T;Méningites virales, très courte durée;0;0;640,59;0;0;0,00;01/03/2019
0334;01;M;01M15T;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, très courte durée;0;0;715,74;0;0;0,00;01/03/2019
0335;01;M;01M16T;Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, très courte durée;0;0;799,67;0;0;0,00;01/03/2019
0336;01;M;01M18T;Lésions traumatiques intracrâniennes sévères, très courte durée;0;0;812,19;0;0;0,00;01/03/2019
0337;01;M;01M21T;Douleurs chroniques rebelles, très courte durée;0;0;404,03;0;0;0,00;01/03/2019
